Site Name,Site ID,Sample Date,Lab Sample ID,Time Collected,Time Delivered To Lab,Duplicate,Wet Weather?,Within holding time(6 hrs)?,Preservation temperature (deg C),Preservation ~4 deg C,Volume (mL),MPN/100mL Undiluted Sample,Lab,Analyst,Monitoring Org,Comments
CRC Lab Duplicate,LD,7/26/2023,23-14-19,7:40:00,10:20:00,Y,Y,Y,4,Y,100,178.5,CRC Lab,Langley,CRC,0
CRC Lab Duplicate,LD,7/27/2023,23-15-06,6:45:00,10:40:00,Y,Y,Y,3,Y,100,27.5,CRC Lab,Langley,CRC,0
CRC Lab Duplicate,LD,8/3/2023,23-17-05,7:25:00,10:10:00,Y,N,Y,2.8,Y,100,111.2,CRC Lab,Langley,CRC,0
CRC Lab Duplicate,LD,8/9/2023,23-18-04,6:50:00,10:10:00,Y,Y,Y,18,N,100,150,CRC Lab,Langley,CRC,0
CRC Lab Duplicate,LD,8/10/2023,23-19-36,9:22:00,10:05:00,Y,Y,Y,5.2,N,100,461.1,CRC Lab,Langley,CRC,0
CRC Lab Duplicate,LD,8/16/2023,23-20-14,8:48:00,10:30:00,Y,Y,Y,3.3,Y,100,135.4,CRC Lab,Langley,DRWA,0
CRC Lab Duplicate,LD,8/23/2023,23-22-02,8:30:00,10:15:00,Y,N,Y,3.1,Y,100,108.6,CRC Lab,Alden Dumas,CRC,0
CRC Lab Duplicate,LD,8/30/2023,23-24-19,8:52:00,10:50:00,Y,Y,Y,4.6,N,100,> 2419.6,CRC Lab,Langley,DRWA,0
CRC Lab Duplicate,LD,8/31/2023,23-25-12,9:00:00,10:20:00,Y,Y,Y,3.4,Y,100,137.6,CRC Lab,Langley,CRC,0
CRC Lab Duplicate,LD,9/6/2023,23-26-14,8:55:00,9:45:00,Y,N,Y,6.5,N,100,222.4,CRC Lab,Langley,CRC,0
CRC Lab Duplicate,LD,9/7/2023,23-27-11,8:45:00,10:20:00,Y,N,Y,3.3,Y,100,28.2,CRC Lab,Langley,CRC,0
Amethyst Brook,MA-AMT_00.5,6/22/2023,23-06-55,7:20:00,11:00:00,N,N,Y,5.9,N,100,24.9,CRC Lab,Langley,CRC,0
Amethyst Brook,MA-AMT_00.5,6/29/2023,23-08-21,7:20:00,10:45:00,N,Y,Y,8.1,N,100,71.7,CRC Lab,Langley,CRC,0
Amethyst Brook,MA-AMT_00.5,7/20/2023,23-13-54,7:35:00,11:00:00,N,Y,Y,5,N,100,60.2,CRC Lab,Langley,CRC,0
Amethyst Brook,MA-AMT_00.5,7/27/2023,23-15-26,7:30:00,10:40:00,N,Y,Y,2.4,Y,100,65.7,CRC Lab,Langley,CRC,0
Amethyst Brook,MA-AMT_00.5,8/3/2023,23-17-24,7:30:00,10:10:00,N,N,Y,3.7,Y,100,93.4,CRC Lab,Langley,CRC,0
Amethyst Brook,MA-AMT_00.5,8/17/2023,23-21-21,7:30:00,10:00:00,N,Y,Y,4.3,N,100,686.7,CRC Lab,Langley,CRC,0
Amethyst Brook,MA-AMT_00.5,8/31/2023,23-25-28,7:30:00,10:20:00,N,Y,Y,6,N,100,172.5,CRC Lab,Langley,CRC,0
"Clesson Brook, Buckland Rec Area",MA-CLS_00.3,8/16/2023,23-20-01,6:50:00,9:50:00,N,Y,Y,3.3,Y,100,218.7,CRC Lab,Langley,DRWA,0
"Clesson Brook, Buckland Rec Area",MA-CLS_00.3,8/16/2023,23-20-02,8:36:00,9:50:00,N,Y,Y,3.8,Y,100,241.5,CRC Lab,Langley,DRWA,0
"Clesson Brook, Buckland Rec Area",MA-CLS_00.3,8/30/2023,23-24-01,7:25:00,10:50:00,N,Y,Y,5.6,N,100,159.7,CRC Lab,Langley,DRWA,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,6/1/2023,23-01-10,8:00:00,10:30:00,N,N,Y,8.3,N,100,12.2,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,6/8/2023,23-02-41,8:00:00,11:15:00,N,Y,Y,3.1,Y,100,10.9,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,6/15/2023,23-04-13,8:00:00,10:20:00,N,Y,Y,7.4,N,100,> 2419.6,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,6/22/2023,23-06-47,7:45:00,11:00:00,N,Y,Y,6.1,N,100,72.3,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,7/6/2023,23-10-43,8:00:00,10:45:00,N,Y,Y,3.1,Y,100,187.2,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,7/27/2023,23-15-13,8:00:00,10:40:00,N,Y,Y,4.4,N,100,86,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,8/3/2023,23-17-11,7:30:00,10:10:00,N,N,Y,4.1,N,100,21.6,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,8/10/2023,23-19-41,7:30:00,10:40:00,N,Y,Y,3.4,Y,100,69.1,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,8/17/2023,23-21-08,7:50:00,10:00:00,N,Y,Y,3.2,Y,100,111.9,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,8/31/2023,23-25-14,7:00:00,10:20:00,N,Y,Y,2.9,Y,100,139.6,CRC Lab,Langley,CRC,0
Connecticut River at Pioneer Valley Yacht Club,MA-CTR_071.4,9/7/2023,23-27-13,7:40:00,10:20:00,N,N,Y,4.1,N,100,16,CRC Lab,Langley,CRC,0
Connecticut River at Pynchon Point Park,MA-CTR_072.9,6/22/2023,23-06-46,9:20:00,11:00:00,N,Y,Y,5.4,N,100,60.2,CRC Lab,Langley,CRC,0
Connecticut River at Pynchon Point Park,MA-CTR_072.9,7/6/2023,23-10-42,9:25:00,10:45:00,N,Y,Y,3.1,Y,100,435.2,CRC Lab,Langley,CRC,0
Connecticut River at Pynchon Point Park,MA-CTR_072.9,7/27/2023,23-15-12,9:25:00,10:40:00,N,Y,Y,3.6,Y,100,152.9,CRC Lab,Langley,CRC,0
Connecticut River at Pynchon Point Park,MA-CTR_072.9,8/3/2023,23-17-10,9:00:00,10:10:00,N,N,Y,4.6,N,100,36.9,CRC Lab,Langley,CRC,0
Connecticut River at Pynchon Point Park,MA-CTR_072.9,9/7/2023,23-27-12,9:00:00,10:20:00,N,N,Y,3.9,Y,100,52.1,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,6/1/2023,23-01-09,8:00:00,10:30:00,N,N,Y,8.5,N,100,42.8,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,6/8/2023,23-02-40,9:00:00,11:15:00,N,Y,Y,2.9,Y,100,152.9,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,6/15/2023,23-04-12,8:50:00,10:20:00,N,Y,Y,8.1,N,100,1046.2,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,6/22/2023,23-06-45,9:00:00,11:00:00,N,Y,Y,4.9,N,100,116.9,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,6/29/2023,23-08-13,8:40:00,10:45:00,N,Y,Y,7.4,N,100,517.2,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,7/6/2023,23-10-41,9:08:00,10:45:00,N,Y,Y,2.3,Y,100,118.7,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,7/20/2023,23-13-43,9:30:00,11:00:00,N,Y,Y,3.6,Y,100,104.3,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,7/27/2023,23-15-11,9:10:00,10:40:00,N,Y,Y,5,N,100,298.7,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,8/3/2023,23-17-09,8:40:00,10:10:00,N,N,Y,3.3,Y,100,40.4,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,8/10/2023,23-19-40,9:00:00,10:40:00,N,Y,Y,4.4,N,100,75.9,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,8/17/2023,23-21-07,8:40:00,10:00:00,N,Y,Y,3.7,Y,100,101.7,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,8/31/2023,23-25-13,8:45:00,10:20:00,N,Y,Y,3,Y,100,111.9,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,9/7/2023,23-27-10,8:45:00,10:20:00,N,N,Y,3.3,Y,100,52.9,CRC Lab,Langley,CRC,0
Connecticut River at North Riverfront Park,MA-CTR_075.4,9/14/2023,23-28-10,9:20:00,10:50:00,N,Y,Y,4,Y,100,156.5,CRC Lab,Langley,CRC,0
Connecticut River at Medina Street Boat Ramp,MA-CTR_078.8,6/15/2023,23-04-11,9:15:00,10:20:00,N,Y,Y,7.7,N,100,290.9,CRC Lab,Langley,CRC,0
Connecticut River at Medina Street Boat Ramp,MA-CTR_078.8,6/29/2023,23-08-12,9:00:00,10:45:00,N,Y,Y,8.1,N,100,149.7,CRC Lab,Langley,CRC,0
Connecticut River at Medina Street Boat Ramp,MA-CTR_078.8,8/10/2023,23-19-39,9:30:00,10:40:00,N,Y,Y,5,N,100,54.8,CRC Lab,Langley,CRC,0
Connecticut River at Medina Street Boat Ramp,MA-CTR_078.8,8/31/2023,23-25-11,9:00:00,10:20:00,N,Y,Y,3.4,Y,100,193.5,CRC Lab,Langley,CRC,0
Connecticut River at Medina Street Boat Ramp,MA-CTR_078.8,9/14/2023,23-28-09,9:40:00,10:50:00,N,Y,Y,6.1,N,100,151.5,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,6/1/2023,23-01-08,8:00:00,10:30:00,N,N,Y,9.9,N,100,17.1,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,6/8/2023,23-02-39,6:00:00,11:15:00,N,Y,Y,2.4,Y,100,15.6,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,6/15/2023,23-04-10,6:00:00,10:20:00,N,Y,Y,4,Y,100,517.2,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,6/22/2023,23-06-44,8:40:00,11:00:00,N,Y,Y,5,N,100,24.3,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,6/29/2023,23-08-11,6:15:00,10:45:00,N,Y,Y,7.6,N,100,275.5,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,7/6/2023,23-10-40,6:45:00,10:45:00,N,Y,Y,2.1,Y,100,151.5,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,7/20/2023,23-13-42,8:00:00,11:00:00,N,Y,Y,4.1,N,100,105,CRC Lab,Langley,CRC,Initially forgot TSB but then added
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,7/27/2023,23-15-10,6:20:00,10:40:00,N,Y,Y,3.3,Y,100,70.3,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,8/3/2023,23-17-08,7:12:00,10:10:00,N,N,Y,2.9,Y,100,20.1,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,8/10/2023,23-19-38,6:55:00,10:40:00,N,Y,Y,3.9,Y,100,63.8,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,8/31/2023,23-25-10,6:52:00,10:20:00,N,Y,Y,6.1,N,100,128.1,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,9/7/2023,23-27-09,7:30:00,10:20:00,N,N,Y,3.9,Y,100,24.3,CRC Lab,Langley,CRC,0
Connecticut River at Jones Ferry River Access Center Boat Launch,MA-CTR_080.2,9/14/2023,23-28-08,9:00:00,10:50:00,N,Y,Y,4.4,N,100,35.5,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,6/8/2023,23-02-38,7:00:00,11:15:00,N,Y,Y,3.1,Y,100,201.4,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,6/15/2023,23-04-09,6:42:00,10:20:00,N,Y,Y,8.6,N,100,517.2,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,6/22/2023,23-06-43,6:42:00,11:00:00,N,Y,Y,4.1,N,100,93.3,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,6/29/2023,23-08-10,9:30:00,10:45:00,N,Y,Y,8.2,N,100,228.2,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,7/6/2023,23-10-39,6:51:00,10:45:00,N,Y,Y,2.4,Y,100,131.4,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,7/27/2023,23-15-09,8:00:00,10:40:00,N,Y,Y,3.5,Y,100,48.7,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,8/3/2023,23-17-07,6:49:00,10:10:00,N,N,Y,4.2,N,100,35.5,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,8/10/2023,23-19-37,6:56:00,10:40:00,N,Y,Y,4.3,N,100,46.2,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,8/31/2023,23-25-09,6:57:00,10:20:00,N,Y,Y,3.1,Y,100,980.4,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,9/7/2023,23-27-08,8:40:00,9:30:00,N,N,Y,8.4,N,100,71.7,CRC Lab,Langley,CRC,0
Connecticut River at Berchulski Fisherman Access,MA-CTR_082.5,9/14/2023,23-28-07,9:24:00,10:30:00,N,Y,Y,6.1,N,100,307.6,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,6/1/2023,23-01-07,8:00:00,10:30:00,N,N,Y,3.9,Y,100,73.8,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,6/8/2023,23-02-37,6:00:00,11:15:00,N,Y,Y,2.9,Y,100,9.8,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,6/15/2023,23-04-08,6:00:00,10:20:00,N,Y,Y,5.2,N,100,1299.7,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,6/22/2023,23-06-42,8:38:00,11:00:00,N,Y,Y,4.7,N,100,30.9,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,6/29/2023,23-08-09,8:30:00,9:45:00,N,Y,Y,10.4,N,100,325.5,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,7/6/2023,23-10-38,9:32:00,10:59:00,N,Y,Y,6.4,N,100,127.4,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,7/20/2023,23-13-41,6:06:00,11:00:00,N,Y,Y,4.1,N,100,96,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,7/27/2023,23-15-08,6:02:00,10:40:00,N,Y,Y,4.2,N,100,365.4,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,8/3/2023,23-17-06,9:13:00,10:00:00,N,N,Y,5.5,N,100,218.7,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,8/10/2023,23-19-35,9:22:00,10:05:00,N,Y,Y,5.2,N,100,517.2,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,8/17/2023,23-21-06,6:04:00,10:00:00,N,Y,Y,5.7,N,100,613.1,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,8/31/2023,23-25-08,8:58:00,9:50:00,N,Y,Y,4.4,N,100,80.1,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,9/7/2023,23-27-07,6:03:00,10:20:00,N,N,Y,4.6,N,100,344.8,CRC Lab,Langley,CRC,0
Connecticut River at Brunelles Marina,MA-CTR_088.8,9/14/2023,23-28-06,9:08:00,10:30:00,N,Y,Y,5.1,N,100,37.9,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,6/1/2023,23-01-05,8:00:00,10:30:00,N,N,Y,3.8,Y,100,8.4,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,6/8/2023,23-02-35,6:50:00,11:15:00,N,Y,Y,2.1,Y,100,8.6,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,6/15/2023,23-04-06,6:30:00,10:20:00,N,Y,Y,6.1,N,100,44.8,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,6/22/2023,23-06-40,9:00:00,11:00:00,N,Y,Y,6.2,N,100,12.2,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,6/29/2023,23-08-07,10:00:00,10:45:00,N,Y,Y,7.9,N,100,517.2,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,7/6/2023,23-10-36,10:00:00,10:45:00,N,Y,Y,2.4,Y,100,101.7,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,7/20/2023,23-13-39,7:05:00,11:00:00,N,Y,Y,3.8,Y,100,107.6,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,7/27/2023,23-15-05,6:45:00,10:40:00,N,Y,Y,3,Y,100,27.2,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,8/3/2023,23-17-03,6:50:00,10:10:00,N,N,Y,3.3,Y,100,28.2,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,8/10/2023,23-19-33,6:50:00,10:40:00,N,Y,Y,3.1,Y,100,32.7,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,8/17/2023,23-21-04,7:15:00,10:00:00,N,Y,Y,2.3,Y,100,61.3,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,8/31/2023,23-25-06,9:30:00,10:20:00,N,Y,Y,3.6,Y,100,48.8,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,9/7/2023,23-27-05,7:20:00,10:20:00,N,N,Y,4.4,N,100,18.7,CRC Lab,Langley,CRC,0
Connecticut River at Northampton DCR/UMASS Boat Dock,MA-CTR_095.9,9/14/2023,23-28-04,7:15:00,10:50:00,N,Y,Y,4.4,N,100,59.1,CRC Lab,Langley,CRC,0
Connecticut River at Northampton Boat Launch,MA-CTR_097.3,6/8/2023,23-02-34,10:45:00,11:15:00,N,Y,Y,3.7,Y,100,17.3,CRC Lab,Langley,CRC,0
Connecticut River at Northampton Boat Launch,MA-CTR_097.3,6/15/2023,23-04-05,7:33:00,10:20:00,N,Y,Y,5,N,100,66.3,CRC Lab,Langley,CRC,0
Connecticut River at Northampton Boat Launch,MA-CTR_097.3,6/22/2023,23-06-39,6:20:00,11:00:00,N,Y,Y,5.2,N,100,7.3,CRC Lab,Langley,CRC,0
Connecticut River at Northampton Boat Launch,MA-CTR_097.3,6/29/2023,23-08-06,6:40:00,10:45:00,N,Y,Y,7.8,N,100,209.8,CRC Lab,Langley,CRC,0
Connecticut River at Northampton Boat Launch,MA-CTR_097.3,7/6/2023,23-10-35,6:35:00,10:45:00,N,Y,Y,3.1,Y,100,125.9,CRC Lab,Langley,CRC,0
Connecticut River at Northampton Boat Launch,MA-CTR_097.3,7/20/2023,23-13-37,6:45:00,11:00:00,N,Y,Y,3.4,Y,100,125.9,CRC Lab,Langley,CRC,0
Connecticut River at Northampton Boat Launch,MA-CTR_097.3,7/27/2023,23-15-04,6:35:00,10:40:00,N,Y,Y,2.7,Y,100,37.4,CRC Lab,Langley,CRC,0
Connecticut River at Northampton Boat Launch,MA-CTR_097.3,8/3/2023,23-17-02,7:30:00,10:10:00,N,N,Y,3.3,Y,100,27.5,CRC Lab,Langley,CRC,0
Connecticut River at Northampton Boat Launch,MA-CTR_097.3,8/31/2023,23-25-05,7:45:00,10:20:00,N,Y,Y,6.7,N,100,46.4,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,6/1/2023,23-01-04,8:00:00,10:30:00,N,N,Y,5,N,100,5.2,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,6/15/2023,23-04-04,6:30:00,10:20:00,N,Y,Y,4.8,N,100,68.3,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,6/22/2023,23-06-38,6:30:00,11:00:00,N,Y,Y,5.8,N,100,30.9,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,6/29/2023,23-08-05,6:30:00,10:45:00,N,Y,Y,7.9,N,100,579.4,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,7/6/2023,23-10-34,6:30:00,10:45:00,N,Y,Y,3.6,Y,100,101.9,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,7/20/2023,23-13-36,6:30:00,11:00:00,N,Y,Y,3.7,Y,100,86,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,7/27/2023,23-15-03,6:30:00,10:40:00,N,Y,Y,3.4,Y,100,30.9,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,8/3/2023,23-17-01,6:30:00,10:10:00,N,N,Y,2.5,Y,100,27.9,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,8/10/2023,23-19-32,6:30:00,10:40:00,N,Y,Y,3.1,Y,100,33.1,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,8/31/2023,23-25-04,6:30:00,10:20:00,N,Y,Y,3.9,Y,100,95.9,CRC Lab,Langley,CRC,0
Connecticut River at Sunderland Boat Ramp,MA-CTR_109.1,9/7/2023,23-27-04,6:30:00,10:20:00,N,N,Y,3.8,Y,100,14.5,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,6/1/2023,23-01-03,8:00:00,10:30:00,N,N,Y,9.2,N,100,5.2,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,6/8/2023,23-02-33,9:10:00,10:29:00,N,Y,Y,3.9,Y,100,11,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,6/15/2023,23-04-03,9:09:00,9:45:00,N,Y,Y,13.3,N,100,547.5,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,6/22/2023,23-06-37,9:03:00,11:00:00,N,N,Y,7.6,N,100,16.1,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,6/29/2023,23-08-04,9:17:00,9:45:00,N,Y,Y,9.4,N,100,159.7,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,7/6/2023,23-10-32,9:03:00,10:45:00,N,Y,Y,3.8,Y,100,187.2,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,7/20/2023,23-13-35,9:05:00,11:00:00,N,Y,Y,4.3,N,100,104.3,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,7/27/2023,23-15-02,9:07:00,10:40:00,N,Y,Y,4.6,N,100,35,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,8/10/2023,23-19-31,9:15:00,10:40:00,N,Y,Y,4.2,N,100,29.2,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,8/17/2023,23-21-03,9:07:00,10:00:00,N,Y,Y,4,Y,100,35.5,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,8/31/2023,23-25-03,9:10:00,9:50:00,N,Y,Y,4.1,N,100,1299.7,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,9/7/2023,23-27-03,9:05:00,9:30:00,N,N,Y,10.4,N,100,26.5,CRC Lab,Langley,CRC,0
Connecticut River at the Rock Dam,MA-CTR_119.6,9/14/2023,23-28-03,9:15:00,10:30:00,N,Y,Y,5.5,N,100,63.1,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,6/1/2023,23-01-02,8:00:00,10:30:00,N,N,Y,8.8,N,100,8.6,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,6/8/2023,23-02-32,6:54:00,10:29:00,N,Y,Y,0.7,Y,100,143.9,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,6/15/2023,23-04-02,8:15:00,9:45:00,N,Y,Y,6,N,100,1986.3,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,6/22/2023,23-06-36,6:47:00,9:45:00,N,N,Y,6.4,N,100,290.9,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,6/29/2023,23-08-02,6:46:00,9:45:00,N,Y,Y,8.1,N,100,218.7,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,7/6/2023,23-10-31,8:00:00,10:45:00,N,Y,Y,4.8,N,100,143.9,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,7/20/2023,23-13-34,6:40:00,11:00:00,N,Y,Y,3.3,Y,100,579.4,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,7/27/2023,23-15-01,8:30:00,10:40:00,N,Y,Y,3.4,Y,100,33.6,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,8/10/2023,23-19-30,7:45:00,10:40:00,N,Y,Y,4.6,N,100,26.9,CRC Lab,Langley,CRC,0
